sentiment,content
sadness,"@millionfagmarch ah, I misunderstood your message. but really dislike the F word in the url   good luck with the march"
sadness,"I miss my dog  r.i.p.Batman... Yeah, Batman (I really hope 'all dogs go to heaven' is true)"
sadness,@littleisis What time are you coming up here? I don't want to spend the day with mom
sadness,@LolzyluvsJB Yeaa i'm so sad i've watched her live performances in Peru etc and they are EPIC!   I wish she'd just come to N.I! lol xo
happiness,"@ashleynewcomb Oh yeah, lots of rambly goodness. LOL You have mail.  Bed? This is early for me. ;) Probably why I'm an insomniac, huh?"
happiness,munchin BACON BUTTIES! woohoo!!  my faves!!!
sadness,@MandyyJirouxx but Today mtv does not allow us to vote
happiness,@joycsc - THANKS ! My motivation is returning at about the rate I'm inputting coffee  !
sadness,@ingek73 I'm on blip but can't get it to work on me iPhone
sadness,AC in our building died.  Been like that for the past 3 days
happiness,"Prayin for dad  in Wellington, FL http://loopt.us/F8_Jqg.t (via @furman27).  I too live in welly. May i pray f.. http://bit.ly/lB9SN"
happiness,@Tech_Animated thanks so much for everything you do!  i'm so sorry you're hurting
sadness,"its 2:08 am. I CAN'T SLEEP!!!!!  i thought it was b/c im hungry, so i whipped up a pb&amp;j with milk. hopefully it works!!!!"
sadness,is not having a good day... I havent had a good week forreal!!
happiness,@OohLaLisa oh yes some are quite nice! and my 'photoshop' liep zojuist vast. so now I have to start over painting Rï¿½isï¿½ngs glove
sadness,@nptnmkiii so many rules - you expect people to be human and have a pic.  pfft.    good morning.  welcome to another Monday.
happiness,@wortje The bag looks stylish. Congrats!
sadness,No clubbing for me this weekend due to a busted knee  &lt;emo&gt;Life's unfair&lt;/emo&gt;
sadness,"@Alyssa_Milano We had a local pet store get shut down last for something like that....it's horrible, what some animals go through."
sadness,melissa_leah: my car wont start.......
sadness,"having the flu, not the swinish-one, but the flu."
happiness,Just had an iced coffee. Christ that tasted nasty
sadness,"@redsoxgirl28 been there, sadly.  this isn't your first rodeo, my dear, I suspect you've learned your lesson?"
happiness,@ruthieor THANKS!
happiness,@CARAciao haha :S i started yesterday my dad helped me so much!!!
sadness,"Almost fell asleep under the hair dryer  so tired, feel like I'm going to puke"
sadness,"The old internet is fairly boring today, nothing new on it"
sadness,its too sunny for work  !!!
happiness,Flickr pics Chester Zoo: danwtmoon posted a photo:   &quot;WELCOME&quot; to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8
happiness,@kimble09 yeah   but I'm jus glad the thunder stopped .
happiness,nursing my scratches and bumps from Festivus mud wrestling. I swear there's still dirt in my hair but a good time was had by all
happiness,heeey heeey!   about to go read...
sadness,"iï¿½m boring - bad weather today, watchingn alias and having fun  with my boyfriend"
happiness,thinks SG is wonderful
sadness,@KristinHolder aww i'm sad  i didn't get to go to your going away party!  stupid work!
happiness,"@Ciaee Yessir, yessir, three cheeks full."
happiness,@ChynaDollxo  Na my friend.. why? you ask  is it my great physique lol
sadness,it's pretty cold outside  today i got another exam...
happiness,@katiesol It re-entered my brain orbit thanks to me watching Ryan Reynolds mugging away in &quot;Just Friends&quot; recently
happiness,ordered my new shirt
happiness,Twitter is useful in that it reminds people what they forgot to ask me about on a given day. It is also excellent for inspiration
sadness,http://twitpic.com/674p1 - @JTHawthorne this is my Ohio is for lovers tattoo got the design off the shirt.. haha but I lost the shirt
happiness,@elliottng congrats! My wife would oppose live tweeting birth too I'm sure
happiness,@catephoenix I'm thinking you deserve an award. A big shiny one.
sadness,its my last friday of my high school years!
sadness,@Lisa_Nova we had it but we lost it  very sad 4 us cause we loved it
sadness,@irishjonasfan lol now your making me feel bad for not coming on  lol
happiness,@keza34 sounds like my kinda day
happiness,"A little happy for the wine jeje ok it'sm my free time so who cares, jaja i love this day"
sadness,Lula is not feeling well.  http://tinyurl.com/m8kcsq
happiness,Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!   http://tinyurl.com/6nkpuz
sadness,Oh no! I used my internal sig for an external e-mail  damn. #fb
happiness,All moved in to our new apartment. So exciting
sadness,Dans public transport again and have decided it's just everything north of London that's utter crap these southern trains are alright
sadness,I'm up way to early today!  Work later.
happiness,"@thirtysix Funnily enough, Roland is President of my social club!"
happiness,"@pjhoody &quot;It's your birthday, so I know you wanna riiidddddeeee out!&quot; Have fun in the club"
sadness,"Hello and thank you for all of the #followfridays people. I always forget, sorry"
sadness,"Joining facebeek.  What a loser, I have no friends   Amy where are you?"
sadness,@xxsteebiexx lol i know i wld like to get a reply from seann william scott but he dont reply  and hes one of my favourite actors
sadness,@EP31 I have that problem with adult shirts too. It's so annoying since a lot of adult player shirts don't come in kid sizes
happiness,snowbear has finally come out...congrats che and warren
happiness,639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx
happiness,Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this
happiness,Back in the office for a hectic week - but the weekend was awesome
sadness,"@slicksean I'd love that. And, don't think of it as easy. Think of it as enthusiastic."
sadness,"@aianna21 @nandiaramos Sadly not, no. They're his colleagues and it's a work party"
sadness,Well school's finally over and idk but I'm sad  I'll miss my teachers. Goodbye Mrs R. and Mr. Collister
happiness,Such a nice day...and we're all working
sadness,there's something about this area that makes my tonsils swell up everyday. i don't get it..  i feel slightly miserable. #FF done 4 now!!
happiness,@khali_blache Night! Doze well.
sadness,listening to music...feeling kind of down
sadness,They took my property
happiness,"@kevinriley Heh, thanks for that adorable plug  *cough* more info at: www.samstephens.com *cough* *cough*"
happiness,@SoulSistaNindy what did someone do? and good morning
happiness,@missjerilee welcome to twitter my friend
sadness,Devon has caught and ate a fly. I dont know why she swallowed a fly. I guess she'll die.
happiness,"Loving the sun today, even thought I should be revising. Not a good day though, been at Kates all afty, shit day for her bless her  x"
happiness,@sassyotaku enjoy NOLA definitely one of my favorite cities in the world. Please have a beignet with chocolate for me
sadness,This headache is killing me yet I need to cover some boring police event.
sadness,Just dusted &amp; vacuumed apartment.  I think I need another new vacuum...my entire apartment is smoky.  I just bought this one from Kmart
happiness,Happy Star Wars Day
happiness,Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie
happiness,"nice night, should be golfing"
sadness,@tearose21 Wish I could be there to enjoy a girls day!!!
happiness,"Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight"
happiness,"In Whin Park on the swings, victory is all mine right now"
sadness,Tonight is my last night in my apartment...
happiness,"@FaithfulChosen So-so, thanks  I've uploaded a new campaign vid, will post the link in a few mins. how are you doing, babe??"
happiness,Last Late Late with Pat Kenny! Bless
sadness,Poor little MBA is on fire again
happiness,@artcon http://twitpic.com/4vfcx - awesomeeeeee
happiness,Going for a ride! Perfect night to go out and chill
happiness,Watching the Pianist with my dad great movie.
sadness,"@1825remnant, i missed everyone tonight"
happiness,A gift to myself. PUBLISHED! Episode 68 Align and Re-Align with Sensitivity Level 1-2 75 min #yoga class  http://bit.ly/8QAgh
happiness,@NeilMcDaid looks class the water splash looks so real  looking forward to my review copy ;)
sadness,Not happy
sadness,"Yep, lost my bet to chris"
sadness,I think my computer is sick
sadness,"@Naiadrisa Heh, that's happened to me before too. Hope the rest of your week goes better!"
happiness,@gnomeangel Yep!!
sadness,"Just an observation: Aside from the riverwalk, there are pretty much no cute girls in downtown sa"
sadness,"damn, I paid like $16 my first Slightly Stoopid show and now they charge $47 a pop   makes me sad..."
sadness,"I have never had a Starbucks coffee in my entire life, people keep making me jealous"
happiness,I had a great date last night...tried to find the CDCaves with Daniel  it was HILARIOUSLY FUN!!!
sadness,HaPPy MothErS Day!!! Feliz Dia deLAS MAdres  mine is already in Heaven.. =( Miss you...
sadness,"Having some Coronas, and have a bad craving for Mexican pastries, but i'd have to go to Uptown to get some"
happiness,"@RobM67 I just retweeted your jesus post as it made me laugh... don't worry, wasn't a subliminal code"
happiness,@shygamer @Zeralyn I told ya'll I am a good girl. You can see my halo and everything
happiness,"Choir assembly was bad  it's fucking hot, yay!"
happiness,Back from hospital. Doc says I'll live
sadness,"@simplysinister that sucks  I seriously hope you feel better soon, you need to come over next week!!!"
sadness,@franksting yeah... it is very very dry down here
sadness,@michelleweber  Been there and never at a good time   Your recourse is small claims or you can get a atty involved. But that is more $
sadness,Pizza for breakfast....  shower... classes
happiness,happy star wars day everyone  off to celebrate with the family... ok we're not celebrating it but i am going round to the famo's...
sadness,Morning all - woken by neighbour's kids screaming in the garden before 8am so not in a very benevolent mood...  you have been warned!
happiness,Movie is pretty interesting actually. Gonna finish watching it.  probably seeing star trek tomorrow. &lt;3 ZQ. lol
sadness,"Watching &quot;All the Kings Men&quot;, It be pretty good so far!"
happiness,"Just had a great study time followed by a delicious Japanese meal with Arty! Now, trying to get back into the study mood"
sadness,@subray put me right off my scrambled egg breakfast  #fartingloud
sadness,Im sad right now becuz of my lady
happiness,@khanserai Thank you  and hope you are having a great day
happiness,#firefly weekend on SciFi channel  I'm a happy man
happiness,"Watched Adaptation, Interiors, and The Women (1939). All in all, good movie night. Breakfast with dad and kelley in the morning"
sadness,@dorritos @repressd i get migranes.. so @repressd.. that leaves you to either arthritis and/or gout!
sadness,Evermore &amp; End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow.  details to follow  later
sadness,http://twitpic.com/678hs - 300 yd drive within feet of the green. 2nd time playing the hole so doesn't count though  #bcit #golf
